ISSN,EISSN,影响因子,JCR分区
0015-0010,1798-5617,1.6,Q2
0883-0738,1708-8283,1.6,Q2
0737-0806,1542-7412,1.6,Q2
1753-1934,2043-6289,1.6,Q2
0003-9438,2363-9822,1.6,Q2
0163-2787,1552-3918,1.6,Q3
1083-7515,1558-1934,1.6,Q3
2227-684X,2227-8575,1.6,Q2
2047-0894,2047-0908,1.6,Q2
1346-7395,1349-0486,1.6,Q2
2724-6329,2724-6337,1.6,Q3
1035-3712,1448-5494,1.6,Q2
0148-7043,1536-3708,1.6,Q2
2288-176X,2288-1778,1.6,Q2
1434-5293,1615-6714,1.6,Q3
,2056-6085,1.6,Q2
1210-8812,2199-6202,1.6,Q2
1940-4921,1938-2464,1.6,Q2
1989-872X,1989-872X,1.6,Q2
0011-0035,1556-6978,1.6,Q3
1402-9251,1776-0852,1.6,Q2
0960-3174,1573-1375,1.6,Q2
2213-3968,2212-9774,1.6,Q2
1352-4658,1469-1833,1.6,Q3
0030-2465,2219-0635,1.6,Q2
0097-5397,1095-7111,1.6,Q2
0212-6567,1578-1275,1.6,Q2
0278-5919,1556-228X,1.6,Q3
1015-3837,1421-9964,1.6,Q3
1367-4935,1741-2889,1.6,Q2
1475-4835,1475-4843,1.6,Q2
0959-2318,1743-9558,1.6,Q2
0303-1853,2078-0400,1.6,Q2
1863-2521,1863-2548,1.6,Q2
1338-130X,1338-130X,1.6,Q2
0953-5314,1469-5758,1.6,Q2
2468-7847,1773-0430,1.6,Q3
1476-7058,1476-4954,1.6,Q3
1569-9048,1878-1519,1.6,Q3
1445-1433,1445-2197,1.6,Q2
0303-8467,1872-6968,1.6,Q2
1022-5536,2309-4990,1.6,Q2
2090-3464,2090-3472,1.6,Q3
2151-4585,2151-4593,1.6,Q2
0735-9683,1545-0864,1.6,Q3
0022-0337,1930-7837,1.6,Q3
2234-8646,2234-8840,1.6,Q2
2397-8570,2397-8570,1.6,Q3
0022-149X,1475-2697,1.6,Q2
1614-2942,1614-2950,1.6,Q2
0304-4920,2666-0059,1.6,Q4
0893-4215,1745-1043,1.6,Q2
2589-9791,2589-9791,1.6,Q3
2327-6886,2327-6924,1.6,Q2
1230-1612,1793-7191,1.6,Q2
0191-9601,1526-3347,1.6,Q2
,2673-4184,1.6,Q2
1382-5585,1744-4128,1.6,Q3
1367-2223,1467-839X,1.6,Q3
2233-8233,2233-8241,1.6,Q3
2153-0785,2153-0793,1.6,Q3
1756-8293,1756-8307,1.6,Q2
1539-0136,1744-6155,1.6,Q2
0166-0934,1879-0984,1.6,Q4
2352-4073,2352-4073,1.6,Q3
0033-2941,1558-691X,1.6,Q2
1573-3963,1875-6336,1.6,Q2
0015-5683,1803-6465,1.6,Q3
2215-1931,2215-194X,1.6,Q2
1540-3459,1540-3467,1.6,Q2
0164-0925,1558-4593,1.6,Q3
0890-5096,1615-5947,1.6,Q2
1064-9506,2376-6786,1.6,Q2
2752-6739,2752-6747,1.6,Q4
2326-5094,2326-5108,1.6,Q3
1556-9845,1559-0879,1.6,Q2
1321-2753,1836-6716,1.6,Q2
0270-1367,2168-3824,1.6,Q3
1540-2002,1540-2010,1.6,Q3
0733-8651,1558-2264,1.6,Q3
1053-1890,1573-3319,1.6,Q4
0167-9473,1872-7352,1.6,Q2
0014-4894,1090-2449,1.6,Q3
2169-9798,2169-981X,1.6,Q2
0236-5731,1588-2780,1.6,Q3
1930-2126,1930-2126,1.6,Q2
2161-9549,2161-9565,1.6,Q3
1387-3741,1572-9400,1.6,Q3
0022-0655,1745-3984,1.6,Q3
0264-6838,1469-672X,1.6,Q2
,1477-5956,1.6,Q4
0347-0520,1467-9442,1.6,Q2
,2692-4366,1.6,Q3
,1476-7120,1.6,Q3
1755-0793,1755-0807,1.6,Q3
1553-3506,1553-3514,1.6,Q2
0887-9311,1550-5138,1.6,Q2
1569-1861,1876-4398,1.6,Q2
,2673-1924,1.6,Q3
0001-9240,2059-6464,1.6,Q2
0955-8810,1473-5849,1.6,Q4
0008-400X,1879-2669,1.6,Q2
1474-8851,1741-2730,1.6,Q2
2095-0195,2095-0209,1.6,Q3
1091-4358,1099-176X,1.6,Q3
1755-0874,1755-1668,1.6,Q3
1088-937X,1939-0513,1.6,Q3
1134-4032,1134-4032,1.6,Q2
0038-7010,1532-2289,1.6,Q3
2057-1976,2057-1976,1.6,Q3
,2399-6641,1.6,Q2
1738-2297,1748-5967,1.6,Q2
2160-2204,2160-2204,1.6,Q2
1089-313X,2374-8060,1.6,Q3
2210-9099,2233-6052,1.6,Q3
2297-4725,2297-475X,1.6,Q2
0144-8765,2165-0616,1.6,Q2
0932-4739,1618-0429,1.6,Q4
0129-1831,1793-6586,1.6,Q2
0021-8308,1468-5914,1.6,Q3
1754-4408,1754-4416,1.6,Q2
,2090-5416,1.6,Q3
2391-9531,2391-9531,1.6,Q2
0161-6846,1541-1540,1.6,Q2
0914-3505,1741-4520,1.6,Q2
0013-0427,1468-0335,1.6,Q2
1641-4640,1509-572X,1.6,Q3
0018-5345,2327-9834,1.6,Q2
1108-7161,,1.6,Q4
2198-1833,1613-2238,1.6,Q3
0269-0942,1470-9325,1.6,Q2
0300-3604,1573-9058,1.6,Q3
1138-4891,1988-4672,1.6,Q3
0870-2551,0304-4750,1.6,Q3
1708-5284,1708-5284,1.6,Q2
1442-9985,1442-9993,1.6,Q3
1030-1887,1446-5701,1.6,Q3
1196-1961,1878-7290,1.6,Q3
2281-5872,2281-7565,1.6,Q3
0014-4819,1432-1106,1.6,Q4
0021-1265,1863-4362,1.6,Q2
0026-1165,2186-9057,1.6,Q4
1387-5868,1542-7633,1.6,Q3
2155-8213,2155-8213,1.6,Q3
,2731-4537,1.6,Q2
0924-6703,1573-7594,1.6,Q2
2190-9733,2190-9741,1.6,Q2
0019-8366,1880-8026,1.6,Q3
0219-8762,1793-6969,1.6,Q2
1094-6950,1559-0747,1.6,Q4
2509-596X,2199-7152,1.6,Q3
1462-5814,1462-5822,1.6,Q4
0893-1321,1943-5525,1.6,Q2
1066-5277,1557-8666,1.6,Q2
0916-8370,1573-868X,1.6,Q3
1468-5248,1468-5248,1.6,Q3
1439-8621,1439-863X,1.6,Q3
0378-2697,1615-6110,1.6,Q3
0922-6028,1878-3627,1.6,Q4
2049-0801,2049-0801,1.6,Q2
1995-7645,2352-4146,1.6,Q3
0008-4077,1480-3313,1.6,Q3
1024-2694,1476-8267,1.6,Q2
,1664-5464,1.6,Q3
1024-5332,1607-8454,1.6,Q3
1753-8335,1753-8343,1.6,Q3
0217-7323,1793-6632,1.6,Q2
1449-8618,1326-2238,1.6,Q3
0006-3088,1336-9563,1.6,Q3
1572-5286,1873-636X,1.6,Q2
2631-8695,2631-8695,1.6,Q2
0269-2171,1465-3486,1.6,Q2
1536-2310,1557-8100,1.6,Q3
2391-5463,2391-5463,1.6,Q2
0006-2928,1573-4927,1.6,Q3
2472-1727,2472-1727,1.6,Q3
2196-5226,2196-5226,1.6,Q3
1547-0148,1547-0156,1.6,Q3
1307-6175,1307-6175,1.6,Q3
1478-3967,1478-3975,1.6,Q4
,2055-5784,1.6,Q3
2074-6857,2307-2202,1.6,Q2
1516-3180,,1.6,Q2
0300-9734,2000-1967,1.6,Q2
,1423-0410,1.6,Q3
1470-9589,2300-0929,1.6,Q3
1751-8768,1751-8776,1.6,Q3
0736-5748,1873-474X,1.6,Q3
0733-950X,1943-5460,1.6,Q3
0023-7639,1543-8325,1.6,Q2
1092-0277,2325-0453,1.6,Q3
0722-4060,1432-2056,1.6,Q3
0004-1254,1848-6312,1.6,Q3
0891-2424,1552-3543,1.6,Q2
2392-1641,2450-0097,1.6,Q2
,2504-0537,1.6,Q2
1094-6969,1941-0123,1.6,Q3
2573-234X,2573-2358,1.6,Q3
0022-2879,1538-4616,1.6,Q2
1828-695X,2049-6958,1.6,Q3
2662-253X,2662-2548,1.6,Q3
1733-1331,2544-4646,1.6,Q4
2090-8105,2042-0056,1.6,Q3
,2571-631X,1.6,Q3
0253-2239,0253-2239,1.6,Q3
,2209-6051,1.6,Q4
0172-8083,1432-0983,1.6,Q3
1547-5816,1553-166X,1.6,Q2
2324-9269,2324-9269,1.6,Q3
1478-2189,1557-0681,1.6,Q3
1179-1543,1179-1543,1.6,Q3
1573-062X,1744-9006,1.6,Q3
1943-8141,1943-8141,1.6,Q3
0008-4166,1480-3275,1.6,Q4
0046-8991,0973-7715,1.6,Q4
0098-9886,1097-007X,1.6,Q3
0075-0530,2410-0862,1.6,Q2
0022-1759,1872-7905,1.6,Q4
1549-4950,1549-4950,1.6,Q2
0040-8727,1349-3329,1.6,Q2
0340-1200,1432-0770,1.6,Q3
,2624-795X,1.6,Q3
,2251-6581,1.6,Q4
1569-4445,1873-0604,1.6,Q3
1042-6507,1563-5325,1.6,Q3
1863-5466,1863-5474,1.6,Q3
0137-7183,1899-0967,1.6,Q3
2353-5156,2353-7779,1.6,Q4
2220-8372,2220-8372,1.6,Q3
1000-7598,1000-7598,1.6,Q3
1330-7533,1847-3377,1.6,Q3
1940-0829,1940-0829,1.6,Q3
1217-8950,1588-2640,1.6,Q4
1608-1625,2164-2257,1.6,Q2
2194-6094,1932-0183,1.6,Q2
,2189-4779,1.6,Q4
1045-4403,2162-6502,1.6,Q3
1573-4099,1875-6697,1.6,Q4
1058-5893,1537-5315,1.6,Q3
1542-0973,1542-0981,1.6,Q2
1975-0102,2093-7423,1.6,Q3
0887-8250,1745-459X,1.6,Q3
0733-9453,1943-5428,1.6,Q3
0024-9831,1751-763X,1.6,Q3
1478-6419,1478-6427,1.6,Q3
0954-898X,1361-6536,1.6,Q3
1307-6167,1307-6167,1.6,Q3
1648-4460,,1.6,Q2
2531-1379,2531-1379,1.6,Q3
1022-1344,1521-3919,1.6,Q3
,2673-3269,1.6,Q3
0342-1791,1432-2021,1.6,Q3
,2148-5607,1.6,Q3
2675-9462,2675-9462,1.6,Q3
1532-4982,1532-4990,1.6,Q4
1364-7830,1741-3559,1.6,Q3
2074-272X,2309-3404,1.6,Q3
2105-0716,2105-0716,1.6,Q4
1064-2285,2162-6561,1.6,Q3
1023-666X,1563-5341,1.6,Q3
0168-7034,1573-0700,1.6,Q3
0024-4201,1558-9307,1.6,Q4
1567-7818,1572-9796,1.6,Q3
,2673-401X,1.6,Q3
2662-2963,2662-2971,1.6,Q2
0934-9847,1432-2110,1.6,Q3
1390-6291,1390-8618,1.6,Q2
1016-3190,2223-8956,1.6,Q2
0923-4861,1572-9834,1.6,Q3
1840-2976,1840-3700,1.6,Q3
2669-2481,2669-249X,1.6,Q2
1025-5842,1476-8259,1.6,Q4
1363-3589,1479-1889,1.6,Q3
2353-7396,2353-7396,1.6,Q3
,2673-818X,1.6,Q4
0145-7632,1521-0537,1.6,Q3
0954-0083,1361-6412,1.6,Q3
2186-3644,2186-361X,1.6,Q2
0973-7154,0973-7154,1.6,Q4
1570-1808,1875-628X,1.6,Q4
0032-2474,1475-3057,1.6,Q3
0944-6524,1863-7353,1.6,Q4
0102-695X,1981-528X,1.6,Q4
0300-9475,1365-3083,1.6,Q4
2573-1815,2573-1815,1.6,Q4
1094-429X,1573-9295,1.6,Q3
1139-9287,1578-2735,1.6,Q3
1225-6463,2233-7326,1.6,Q3
0379-5721,1564-8265,1.6,Q3
0016-7002,1880-5973,1.6,Q3
1748-6025,1748-6033,1.6,Q3
1751-8628,1751-8636,1.6,Q3
2251-6085,2251-6093,1.6,Q3
1000-324X,,1.6,Q3
1741-5993,1741-6000,1.6,Q3
2296-5270,2296-5262,1.6,Q4
0030-4948,1945-5453,1.6,Q3
0972-2815,0975-1645,1.6,Q3
1743-6753,1743-6761,1.6,Q3
0004-282X,1678-4227,1.6,Q3
1342-8284,1348-3315,1.6,Q4
1064-2293,1556-195X,1.6,Q4
0890-5436,1532-4249,1.6,Q3
2324-9676,2324-9676,1.6,Q3
1941-6628,1941-6636,1.6,Q4
2192-9262,2192-9270,1.6,Q3
1933-6896,1933-690X,1.6,Q4
1478-4637,1751-7664,1.6,Q3
1130-1406,,1.6,Q4
1533-2969,1533-2977,1.6,Q3
2374-0353,2374-0361,1.6,Q3
2332-2373,2332-2381,1.6,Q3
1743-7555,1743-7563,1.6,Q4
0936-577X,1616-1572,1.6,Q4
1898-6196,2084-4549,1.6,Q4
1082-0132,1532-1738,1.6,Q3
1096-6374,1532-2238,1.6,Q4
0020-7179,1366-5820,1.6,Q3
0095-2443,1530-8006,1.6,Q3
0718-915X,0718-915X,1.6,Q3
2374-4731,2374-474X,1.6,Q3
0889-325X,1944-737X,1.6,Q3
1687-8086,1687-8094,1.6,Q3
1938-7741,1938-775X,1.6,Q4
2517-7516,2517-7524,1.6,Q3
1448-8353,2204-2245,1.6,Q3
1758-8715,1758-8723,1.6,Q4
1743-8268,1743-8276,1.6,Q3
2229-7928,2230-7532,1.6,Q4
2272-2394,2272-2394,1.6,Q4
0315-5986,1916-0615,1.6,Q3
2470-1556,2470-1564,1.6,Q3
0250-6335,0973-7758,1.6,Q3
0144-5987,2048-4054,1.6,Q4
0219-8436,1793-6942,1.6,Q3
0044-2771,1439-7803,1.6,Q3
1426-3912,1644-4124,1.6,Q4
1949-3584,1949-3592,1.6,Q4
1017-0839,2311-7680,1.6,Q3
0733-9372,1943-7870,1.6,Q3
1913-4711,1913-4711,1.6,
1477-7606,1478-2413,1.6,Q3
1055-5269,1520-8575,1.6,Q3
1098-1241,1520-6858,1.6,Q3
2376-3639,2376-3647,1.6,Q3
1872-9312,1876-4401,1.6,Q3
0930-7516,1521-4125,1.6,Q3
1691-5208,2255-8837,1.6,Q4
0970-1915,0974-0422,1.6,Q4
1388-3127,1573-1111,1.6,Q3
0792-1233,2191-0359,1.6,Q3
1932-2135,1932-2143,1.6,Q3
0538-8066,1097-4601,1.6,Q4
0034-6659,1758-6917,1.6,Q3
0567-7351,,1.6,Q3
0009-4293,0009-4293,1.6,Q3
2520-6478,2572-3928,1.6,Q4
0009-286X,1522-2640,1.6,Q3
2083-134X,2083-134X,1.6,Q4
0029-7704,,1.6,Q3
2353-9798,2353-9801,1.6,Q2
2255-2863,2255-2863,1.6,Q3
1539-1590,1539-1590,1.6,Q3
0747-9964,,1.6,Q2
0038-2876,1527-8026,1.5,Q1
0964-7775,1872-9185,1.5,
1476-6086,1942-258X,1.5,
1050-8619,1532-7582,1.5,Q3
1755-0483,1755-0491,1.5,Q2
2058-4571,2058-458X,1.5,
1943-4162,1943-4170,1.5,Q1
0966-3622,1572-8455,1.5,Q1
0026-2234,1939-8557,1.5,Q1
1745-8927,1745-8935,1.5,
0043-8243,1470-1375,1.5,
0019-0829,1783-1490,1.5,Q2
0289-2316,1861-3624,1.5,Q1
1943-6149,1943-6157,1.5,Q1
0016-8076,0016-8076,1.5,Q1
1473-5970,1757-8426,1.5,Q1
0026-7961,1468-2230,1.5,Q1
1360-7456,1467-8373,1.5,Q1
0097-8507,1535-0665,1.5,Q2
,2398-7723,1.5,Q1
0162-3532,2162-9501,1.5,Q2
0001-8708,1090-2082,1.5,Q1
1871-5621,1871-5656,1.5,
0093-4690,2042-4582,1.5,
0067-270X,1945-5534,1.5,
0022-2186,1537-5285,1.5,Q1
0735-648X,2158-9119,1.5,Q2
1367-0069,1756-6878,1.5,Q2
2211-3711,2211-372X,1.5,
1871-1502,1871-1510,1.5,Q1
1050-6926,1559-002X,1.5,Q1
1531-426X,1548-2456,1.5,Q1
1533-1296,1557-8062,1.5,Q1
1097-184X,1552-6828,1.5,Q2
1674-7283,1869-1862,1.5,Q1
0385-8146,1879-1476,1.5,Q2
0162-6434,2381-3121,1.5,Q2
1741-4350,1741-4369,1.5,Q2
0167-5923,1573-7829,1.5,Q2
0363-7751,1479-5787,1.5,Q2
0011-1287,1552-387X,1.5,Q2
0045-3102,1468-263X,1.5,Q2
0020-7152,1745-2554,1.5,Q2
0031-0220,1867-6812,1.5,Q2
1068-316X,1477-2744,1.5,Q1
0305-764X,1469-3577,1.5,Q2
1049-7315,1552-7581,1.5,Q2
2202-7998,2202-8005,1.5,Q2
1694-609X,1308-1470,1.5,Q2
1528-3577,1528-3585,1.5,Q2
1463-4996,1741-2641,1.5,Q2
1056-263X,1573-3580,1.5,Q2
1098-6065,1532-7833,1.5,Q2
,2473-974X,1.5,Q2
1643-8698,1643-8698,1.5,Q3
0002-7766,1744-1714,1.5,Q1
1366-8803,1469-3615,1.5,Q2
1355-2600,1742-6545,1.5,Q2
1522-8835,1522-8991,1.5,Q2
1363-4607,1461-7382,1.5,Q2
0964-0282,1469-8676,1.5,Q2
2366-7532,2366-7540,1.5,Q2
0015-718X,1944-9720,1.5,Q2
1468-0173,1741-296X,1.5,Q2
,2673-5172,1.5,Q2
0031-3831,1470-1170,1.5,Q2
2057-0473,2057-0481,1.5,Q2
1318-3222,1854-8377,1.5,Q2
1098-3007,1538-4772,1.5,Q2
1555-5623,1747-1346,1.5,Q2
1745-039X,1477-2817,1.5,Q2
0816-4649,1465-3303,1.5,Q2
1554-477X,1554-4788,1.5,Q2
1871-4757,1871-4765,1.5,Q1
1063-6161,1938-1581,1.5,Q2
0044-5231,0044-5231,1.5,Q2
0884-8971,1573-7861,1.5,Q2
0002-7014,1851-8044,1.5,Q2
1749-4478,1749-4486,1.5,Q2
2766-1512,2766-1520,1.5,Q2
1824-2049,1824-2049,1.5,Q2
0958-9236,1465-3869,1.5,Q2
0160-9513,1540-9481,1.5,Q2
0129-2986,1742-0911,1.5,Q2
1176-7529,1872-4353,1.5,Q2
,2673-995X,1.5,Q2
0311-5518,1752-0754,1.5,Q2
0959-2709,1474-0001,1.5,Q1
2192-8010,2192-8029,1.5,Q3
0002-7642,1552-3381,1.5,Q2
0046-225X,1938-2936,1.5,Q2
1086-671X,,1.5,Q2
0032-8332,1610-7365,1.5,Q2
2542-9477,2542-9485,1.5,Q2
2162-3104,2166-3750,1.5,Q2
2694-7684,2694-7684,1.5,Q2
1935-3952,1094-8074,1.5,Q2
0883-1351,1938-5323,1.5,Q2
2373-3799,2373-3802,1.5,Q2
0032-3179,1467-923X,1.5,Q2
1321-8719,1934-1687,1.5,Q1
0091-5521,1940-2325,1.5,Q2
1073-6077,1744-6171,1.5,Q3
1698-6180,1886-7995,1.5,Q2
1935-7877,1935-7885,1.5,Q3
1229-845X,1976-555X,1.5,Q2
1559-7768,1559-7776,1.5,Q3
1058-8388,1097-0177,1.5,Q2
1745-4832,1745-4840,1.5,Q2
1476-718X,1741-2927,1.5,Q2
1937-5093,1937-5077,1.5,Q1
1932-8036,1932-8036,1.5,Q2
2051-1310,2051-1329,1.5,Q3
0003-9756,1474-0583,1.5,Q2
1743-8586,1743-8594,1.5,Q2
0368-2048,1873-2526,1.5,Q3
1556-2948,1556-2956,1.5,Q2
1890-2138,1890-2146,1.5,Q2
1687-9643,1687-9651,1.5,Q2
2538-1032,2538-1032,1.5,Q2
0962-0214,1747-5066,1.5,Q2
2450-7393,2450-8608,1.5,Q2
0898-5669,1538-005X,1.5,Q2
2326-5523,2326-5531,1.5,Q3
1095-5143,1936-4822,1.5,Q2
1070-9428,1314-2607,1.5,Q2
2165-3151,2165-316X,1.5,Q2
0271-6798,1539-2570,1.5,Q3
0959-3985,1532-5040,1.5,Q2
1742-5964,1742-5972,1.5,Q2
,2673-6500,1.5,Q2
1058-8183,1740-8261,1.5,Q2
0741-7136,1552-3047,1.5,Q2
,2666-335X,1.5,Q3
0019-6061,0974-7559,1.5,Q3
0744-8481,1940-3208,1.5,Q2
0895-2841,1540-7322,1.5,Q2
1539-4492,1938-2383,1.5,Q2
0033-6572,1936-7163,1.5,Q3
0749-0739,1558-4224,1.5,Q2
0909-6396,1903-220X,1.5,Q2
0045-5067,1208-6037,1.5,Q2
0019-8692,1468-2338,1.5,Q2
1879-9817,1879-9825,1.5,Q2
0022-1309,1940-0888,1.5,Q3
1056-6716,1543-3072,1.5,Q2
0307-6962,1365-3032,1.5,Q2
0146-1044,1573-6717,1.5,Q2
1214-1119,1802-8225,1.5,Q2
0899-5885,1558-3481,1.5,Q3
0951-8398,1366-5898,1.5,Q2
0972-978X,0972-978X,1.5,Q3
1059-8405,1546-8364,1.5,Q3
0028-8276,2199-4714,1.5,Q2
1179-1500,1179-1500,1.5,Q2
1353-8322,1470-1081,1.5,Q2
1055-3290,1552-6917,1.5,Q3
0143-0343,1461-7374,1.5,Q3
0197-4556,1873-5878,1.5,Q2
1746-918X,1746-9198,1.5,Q2
0816-4622,1444-0938,1.5,Q3
2047-7414,2047-7422,1.5,Q2
,2311-7710,1.5,Q2
1230-1388,1230-1388,1.5,Q2
1463-6778,1469-9915,1.5,Q1
1077-727X,1552-3934,1.5,Q2
1465-3125,1465-3133,1.5,Q3
2234-7658,2234-7666,1.5,Q3
0144-7394,2047-8720,1.5,Q2
0897-4454,1541-0323,1.5,Q2
0003-813X,1475-4754,1.5,Q3
1633-8065,1432-1068,1.5,Q3
1930-8337,1930-8345,1.5,Q2
1341-8076,1447-0756,1.5,Q3
0022-3239,1573-2878,1.5,Q2
1323-1650,1448-6059,1.5,Q3
1476-7333,1476-7341,1.5,Q2
0022-2496,1096-0880,1.5,Q3
2211-3649,2211-3657,1.5,Q3
0022-4006,1752-7325,1.5,Q3
1475-7257,2057-3022,1.5,Q3
2090-1941,2090-195X,1.5,Q3
1061-9208,1555-6638,1.5,Q3
1386-7415,1573-1200,1.5,Q2
0035-9203,1878-3503,1.5,Q3
1559-2448,1559-2448,1.5,Q3
1534-7346,1552-6941,1.5,Q3
1308-5727,1308-5735,1.5,Q3
0282-7581,1651-1891,1.5,Q2
1577-4015,2014-0983,1.5,Q2
0376-6357,1872-8308,1.5,Q2
1464-7273,1742-8149,1.5,Q3
0020-1812,1420-9098,1.5,Q2
1230-2821,1896-1851,1.5,Q2
1329-1947,1747-4477,1.5,Q3
0735-7044,1939-0084,1.5,Q4
0095-0033,1532-0936,1.5,Q2
2333-3928,2333-3928,1.5,Q4
1540-4048,0163-4372,1.5,Q2
2008-2010,2008-322X,1.5,Q3
1755-6678,1755-6686,1.5,Q3
1030-1763,2325-5676,1.5,Q2
1678-992X,1678-992X,1.5,Q2
0439-755X,,1.5,Q3
1088-8691,1532-480X,1.5,Q4
0360-1277,1521-0472,1.5,Q2
,2198-9885,1.5,Q3
2056-4929,2042-8642,1.5,Q3
2330-068X,2330-0698,1.5,Q3
1526-6028,1545-1550,1.5,Q3
1341-321X,1437-7780,1.5,Q4
1543-4494,1543-4508,1.5,Q2
2050-1242,2050-1250,1.5,Q2
2326-4500,2326-4519,1.5,Q3
0951-5070,1469-3674,1.5,Q3
1529-5036,1479-5809,1.5,Q2
1550-1876,1550-1337,1.5,Q2
,2432-1354,1.5,Q2
0033-5630,1479-5779,1.5,Q2
0034-0561,1936-2714,1.5,Q2
0899-7071,1873-4499,1.5,Q3
1355-770X,1469-4395,1.5,Q2
1757-5664,1757-5672,1.5,Q3
0143-2087,1099-1514,1.5,Q2
2212-1099,2212-1099,1.5,Q3
2223-9170,2226-7220,1.5,Q3
2590-2873,2590-2865,1.5,Q2
2234-6163,2234-6171,1.5,Q3
2054-4200,2054-4200,1.5,Q3
,1749-8090,1.5,Q3
0021-9142,2195-0571,1.5,Q3
1357-650X,1464-0678,1.5,Q3
0268-3555,1758-1125,1.5,Q3
,2227-9091,1.5,Q3
0081-2463,2078-208X,1.5,Q3
1474-4740,1477-0881,1.5,Q2
2038-1719,2038-1727,1.5,Q3
1063-8652,1543-267X,1.5,Q3
1064-9689,1557-9786,1.5,Q3
0334-2123,1876-7184,1.5,Q2
2045-9920,2045-9939,1.5,Q3
0049-8246,1097-4539,1.5,Q3
1381-298X,1572-9346,1.5,Q3
1424-1277,1424-1250,1.5,Q2
0379-5284,1658-3175,1.5,Q2
1864-9335,2151-2590,1.5,Q4
0001-5342,1572-8358,1.5,Q4
0006-8705,1678-4499,1.5,Q2
1335-0552,1336-8052,1.5,Q2
1746-0689,1878-0164,1.5,Q2
1940-3151,2327-3097,1.5,Q3
2040-1744,2040-1752,1.5,Q3
1055-0925,1938-9744,1.5,Q2
1874-7787,1876-7478,1.5,Q4
0173-7600,1613-9836,1.5,Q2
1658-631X,2321-4856,1.5,Q2
1051-9815,1875-9270,1.5,Q3
2380-0127,2380-0135,1.5,Q2
2327-9095,2327-9109,1.5,Q3
,2054-3581,1.5,Q3
,2589-9864,1.5,Q4
1473-7167,1744-8379,1.5,Q3
0213-9111,1578-1283,1.5,Q3
1081-3004,1936-2706,1.5,Q2
0894-6566,1540-4129,1.5,Q3
2050-2877,2050-2885,1.5,Q2
0735-7028,1939-1323,1.5,Q3
1436-9990,1437-1588,1.5,Q3
1015-9770,1421-9786,1.5,Q3
0363-0188,0363-0188,1.5,Q3
2514-9288,2514-9318,1.5,Q2
1167-1122,1952-4013,1.5,Q3
0213-6163,0213-6163,1.5,Q3
1687-8159,1687-8167,1.5,Q3
1569-5794,1875-8312,1.5,Q3
0020-7454,1563-5279,1.5,Q4
1079-0268,2045-7723,1.5,Q4
1931-4361,1931-437X,1.5,Q2
1524-1904,1526-4025,1.5,Q2
0024-4066,1095-8312,1.5,Q4
0264-0473,1758-616X,1.5,Q2
1176-9343,1176-9343,1.5,Q4
1548-3886,1548-3894,1.5,Q2
1565-1339,2191-0294,1.5,Q2
0164-0704,1873-152X,1.5,Q2
2731-5533,2731-5541,1.5,Q3
0734-7332,1540-7586,1.5,Q4
0024-2519,1549-652X,1.5,Q2
1867-1616,1867-1624,1.5,Q3
2213-4794,2213-4808,1.5,Q3
,2574-173X,1.5,Q3
0181-1568,1776-0984,1.5,Q3
1536-8378,1536-8386,1.5,Q3
0093-3813,1939-9375,1.5,Q3
1444-0903,1445-5994,1.5,Q2
1929-0748,1929-0748,1.5,Q3
0924-9907,1573-7683,1.5,Q2
2752-7530,2752-7549,1.5,Q3
1527-0025,1552-7794,1.5,Q2
0717-3644,0718-221X,1.5,Q2
0161-6412,1743-1328,1.5,Q4
1078-1919,1532-7949,1.5,Q4
0036-0236,1531-8613,1.5,Q4
0040-4039,1873-3581,1.5,Q3
0100-879X,1414-431X,1.5,Q3
0266-2671,1474-0028,1.5,Q2
,2297-4687,1.5,Q3
2455-7749,2455-7749,1.5,Q2
1537-7903,1537-7911,1.5,Q3
1354-7860,1469-9648,1.5,Q2
1084-7529,1520-8532,1.5,Q3
,2673-3951,1.5,Q2
1751-4851,1751-486X,1.5,Q3
2254-3139,2254-3139,1.5,Q2
2198-7335,2198-7335,1.5,Q3
1552-4841,1552-485X,1.5,Q3
,2218-2004,1.5,Q3
2096-5230,2523-899X,1.5,Q3
1036-1073,2201-1617,1.5,Q3
0001-5652,1423-0062,1.5,Q4
0253-0716,1735-3688,1.5,Q2
0021-9509,1827-191X,1.5,Q3
1975-9479,2005-8276,1.5,Q3
0142-6397,1469-9710,1.5,Q2
0030-770X,1573-4889,1.5,Q3
1735-403X,2383-2886,1.5,Q4
1475-0902,2041-3084,1.5,Q3
1865-0333,1865-0341,1.5,Q3
0888-7233,1478-3320,1.5,Q2
0863-1042,1521-3986,1.5,Q3
2352-2496,2352-2496,1.5,Q3
0218-3390,1793-6470,1.5,Q3
0388-1350,1880-3989,1.5,Q4
0953-8259,1465-3982,1.5,Q2
1747-0919,1747-0927,1.5,Q3
,2639-6696,1.5,Q3
1532-0626,1532-0634,1.5,Q3
1545-8490,1545-8504,1.5,Q3
2047-9956,2047-9964,1.5,Q4
1434-6060,1434-6079,1.5,Q3
1525-9951,1943-4308,1.5,Q3
2520-100X,2520-1018,1.5,Q3
1793-9933,1793-9941,1.5,Q2
0953-4075,1361-6455,1.5,Q3
0895-9811,1873-0647,1.5,Q3
0040-5000,1754-2340,1.5,Q3
0803-9488,1502-4725,1.5,Q3
1758-1869,1758-1877,1.5,Q4
,2673-6772,1.5,Q3
